Cliente_ID,Total_Transacoes_2023,Total_Valor_2023,Media_Valor_2023,Total_Transacoes_2024,Total_Valor_2024,Media_Valor_2024
1263,52,30954.499898910522,595.27884420981775,50,31551.659881591797,631.03319763183595
1269,10,5362.860107421875,536.2860107421875,7,3985.4099769592285,569.34428242274691
1270,56,28514.239992618561,509.18285701104571,38,18909.169985771179,497.60973646766263
1275,74,42721.259922027588,577.31432327064306,58,32060.569988250732,552.76844807328848
1279,0,0,0,0,0,0
1284,0,0,0,0,0,0
1288,0,0,0,0,0,0
1300,0,0,0,0,0,0
1311,71,44519.020053863525,627.02845146286654,39,25042.320127487183,642.11077249967138
1312,54,33746.25993347168,624.93073950873486,44,23821.219898223877,553.98185809822974
1319,13,8337.4198989868164,641.33999222975513,3,1654.7399520874023,551.57998402913415
1320,0,0,0,0,0,0
1321,63,38714.859922409058,614.52158606998501,32,19594.290019989014,612.32156312465668
1323,55,33806.460250854492,614.66291365189988,52,33504.419917106628,644.3157676366659
1324,5,3289.5599060058594,657.9119812011719,6,2198.2500095367432,366.37500158945721
1330,66,39309.710229873657,595.60167014960086,48,31376.730072975159,653.68187652031577
1334,61,38745.929935455322,645.76549892425533,51,29879.439882278442,585.87137024075378
1336,16,10493.420095443726,655.83875596523285,9,5477.0599594116211,608.56221771240234
1342,8,3389.4999847412109,423.68749809265137,6,5549.6300048828125,924.93833414713538
1346,62,53723.769914627075,866.5124179778561,36,23268.750129699707,646.35417026943628
1350,56,37060.209978103638,661.78946389470786,52,32070.810194015503,616.74634988491357
1355,0,0,0,0,0,0
1357,60,34229.119956016541,570.48533260027568,48,29148.920032501221,607.26916734377539
1359,62,34824.420039176941,561.68419418027327,54,35843.959934234619,663.77703581915966
1368,0,0,0,0,0,0
1373,60,30200.699951171875,503.34499918619792,40,22511.750036239624,562.79375090599058
1376,54,31029.710004806519,574.62425934826888,56,31873.229915618896,569.16481992176602
1378,0,0,0,0,0,0
1385,66,37732.569954872131,571.70560537685049,42,26526.480182647705,631.58286149161199
1394,62,40544.649841785431,653.94596519008758,52,31490.890214920044,605.59404259461621
1401,66,42453.660033226013,643.23727323069716,44,23704.579917907715,538.74045267972076
1407,60,33353.640026092529,555.89400043487547,40,23534.780015945435,588.36950039863586
1416,58,36398.999992370605,627.56896538570004,45,29189.629890441895,648.65844200981985
1422,57,35530.510200023651,623.34228421094122,52,29473.280076980591,566.79384763424218
1424,0,0,0,0,0,0
1428,62,34859.18995475769,562.24499927028535,36,22402.540031433105,622.29277865091956
1430,13,8750.3099012374878,673.10076163365295,17,10815.530006408691,636.20764743580537
1439,0,0,0,0,0,0
1445,7,4418.6098937988281,631.22998482840399,9,5895.7600250244141,655.08444722493493
1460,61,35892.589856147766,588.40311239586504,48,27215.699870109558,566.99374729394913
1467,55,30289.329907417297,550.71508922576902,49,30457.089967727661,621.57326464750327
1475,51,30771.920106887817,603.37098248799646,53,30484.83983039856,575.18565717733134
1477,59,35313.510161399841,598.53407053220064,43,28492.080405235291,662.60652105198346
1480,65,35766.450039863586,550.25307753636287,53,30241.970081329346,570.6032090816858
1481,0,0,0,0,0,0
1487,54,32948.319961547852,621.66641436882742,42,24037.169948577881,572.31357020423525
1490,47,29385.320155143738,625.2195777690157,43,29536.509960174561,686.8955804691758
1492,53,34979.119724273682,659.98339102403168,44,24281.039981842041,551.84181776913726
1494,48,27438.879733085632,571.64332777261734,49,31491.510206222534,642.68388175964355
1496,59,36025.559945106506,610.60271093400854,55,30198.250047683716,549.05909177606759
1499,55,31070.930122375488,564.92600222500892,37,25132.06005859375,679.24486644847968
1502,57,34683.219923019409,608.47754250911248,41,26244.359931945801,640.10633980355612
1507,0,0,0,0,0,0
1519,48,27635.070137023926,575.73062785466516,55,30456.279887199402,553.75054340362544
1522,66,39915.090025901794,604.77409130154228,44,23652.460105895996,537.55591149763632
1526,79,44744.590035438538,566.38721563846252,35,23677.920032501221,676.51200092860631
1529,62,37025.569974422455,597.18661249068475,29,15588.600106239319,537.53793469790753
1542,20,10897.510050773621,544.87550253868108,7,5633.6100463867188,804.80143519810269
1546,0,0,0,0,0,0
1547,0,0,0,0,0,0
1555,58,39164.770217895508,675.25465892923285,57,35661.809936523438,625.64578836006035
1558,69,42266.839832305908,612.56289612037551,46,26884.020076751709,584.43521905981981
1560,63,34638.280055999756,549.81396914285324,41,27084.83012008667,660.60561268504068
1561,8,4108.4698886871338,513.55873608589172,7,4582.6600189208984,654.66571698869973
1563,0,0,0,0,0,0
1564,0,0,0,0,0,0
1567,17,9669.3800506591797,568.78706180348115,8,3771.4900321960449,471.43625402450562
1569,67,37193.619922637939,555.1286555617603,57,44818.380187988281,786.28737171909268
1583,55,31452.729852676392,571.86781550320711,51,28269.679952144623,554.30745004205141
1586,85,48360.24977684021,568.94411502164951,45,29286.350004196167,650.80777787102591
1589,53,28648.940118789673,540.54603997716367,39,20318.630002975464,520.99051289680676
1594,75,48987.629854679108,653.16839806238806,48,26618.929935455322,554.56104032198584
1596,71,44395.569894790649,625.28971682803729,51,29580.150016784668,580.0029415055817
1606,59,35084.749998092651,594.65677962868904,49,36035.65013885498,735.42143140520363
1623,0,0,0,0,0,0
1624,71,40378.360070228577,568.70929676378273,48,29103.41010093689,606.3210437695185
1629,70,41699.26026725769,595.70371810368124,45,20168.829990386963,448.19622200859919
1636,57,38388.150142192841,673.47631828408487,46,24295.050113677979,539.89000252617734
1639,71,41448.280002593994,583.7785915858309,53,32693.720090866089,616.86264322388843
1640,54,35329.140144348145,654.24333600644707,49,30630.530017852783,625.11285750719969
1644,0,0,0,0,0,0
1649,74,46305.229862213135,625.74634948936671,46,23943.50989151001,520.51108459804368
1652,71,40650.650020599365,572.54436648731496,36,24301.790019989014,675.04972277747265
1653,60,34006.240367889404,566.77067279815674,37,23748.510110855103,641.85162461770551
1654,68,37839.719916343689,556.46646935799538,47,31238.959995269775,664.65872330361219
1664,72,43371.569924354553,602.38291561603546,50,45825.549877166748,916.51099754333495
1665,66,36062.619913101196,546.40333201668477,37,25528.5700340271,689.96135227100274
1668,56,32862.089803695679,586.82303220885137,60,30436.150169372559,507.26916948954266
1672,58,35071.170097351074,604.67534650605296,46,26713.169822692871,580.72108310201895
1685,72,42082.909971237183,584.48486071162756,45,24884.919811248779,552.99821802775068
1689,62,34548.070109844208,566.36180507941322,45,31428.709903717041,698.41577563815645
1690,17,8428.7701473236084,495.81000866609463,15,9630.9198784828186,642.06132523218787
1692,0,0,0,0,0,0
1697,60,37619.539813995361,626.99233023325598,42,26301.020136356354,626.21476515134179
1698,60,32713.489864349365,545.22483107248945,40,26314.569931030273,657.86424827575684
1711,69,45147.729965209961,654.31492703202844,48,31703.720142364502,674.54723707158519
1718,47,24854.060091018677,528.80978917061009,51,28207.989870071411,553.09784058963555
1722,0,0,0,0,0,0
1723,0,0,0,0,0,0
1726,71,37277.41997718811,532.53457110268732,52,32418.169948577881,623.42634516495923
1727,62,36102.300071716309,582.29516244703723,53,35011.939932823181,660.6026402419468
1728,69,43956.149997711182,637.04565214074171,41,23993.970043182373,585.21878154103354
1729,66,38320.0100440979,580.60621278936208,48,25466.009949684143,530.54187395175302
1738,78,64710.960361480713,829.62769694206042,44,29125.689975738525,661.9474994486028
1743,57,27812.369911193848,487.93631423147099,38,25579.850202560425,673.15395269895851
1744,0,0,0,0,0,0
1747,0,0,0,0,0,0
1749,55,34429.180180549622,625.9850941918113,50,42265.199821472168,845.30399642944337
1757,73,46941.280029296875,643.03123327803939,53,31953.039846420288,602.88754427208096
1770,78,39804.9098777771,516.94688152957269,36,21611.839820861816,600.32888391282825
1772,63,36424.469848632813,578.16618807353666,50,28306.359966278076,566.12719932556149
1779,0,0,0,0,0,0
1784,63,37962.40002155304,602.57777811988956,48,29667.889840602875,618.08103834589326
1785,0,0,0,0,0,0
1789,52,32224.919885635376,619.7099978006803,48,32200.119911193848,670.8358314832052
1790,66,40874.710045814514,619.31378857294715,45,31052.519863128662,690.05599695841477
1792,54,33459.180025100708,619.61444490927238,35,22586.839851379395,645.33828146798271
1793,66,42650.639970779419,646.2218177390821,59,34203.609661102295,579.72219764580166
1801,63,38159.690234184265,605.70936879657563,61,31535.830154418945,516.98082220358924
1803,65,37010.680023670197,578.29187536984682,60,48245.400405883789,804.09000676472976
1816,71,44544.150007247925,627.38239446828061,48,33020.7799949646,687.93291656176245
1819,0,0,0,0,0,0
1822,70,46774.850067138672,668.21214381626669,53,33616.709989547729,634.27754697259866
1830,59,35511.809920310974,601.89508339510121,59,33943.13991355896,575.30745616201625
1834,68,42883,630.63235294117646,41,21592.489711761475,526.64609053076765
1835,0,0,0,0,0,0
1837,51,31154.379962921143,610.87019535139495,58,33554.999942779541,578.5344817720611
1839,67,39645.770289421082,591.72791476747886,56,32676.350028991699,583.50625051770896
1841,62,36593.200256347656,590.21290736044602,54,31741.060019016266,587.79740775956043
1843,63,39710.669939994812,630.32809428563189,45,29699.219802856445,659.98266228569878
1844,72,48687.580223083496,676.21639198727075,48,30032.440010070801,625.67583354314172
1852,0,0,0,0,0,0
1859,80,52116.929866790771,651.46162333488462,50,30425.749927520752,608.51499855041504
1862,72,37052.319955825806,514.61555494202503,42,27532.849967956543,655.54404685610814
1870,67,36828.860080718994,549.68447881670136,56,32807.419940948486,585.84678465979437
1874,64,39885.99995803833,623.21874934434891,54,40323.339672088623,746.72851244608557
1875,59,38185.890144348145,647.21847702284992,58,39045.469917297363,673.19775719478207
1883,0,0,0,0,0,0
1885,61,40122.780006408691,657.7504919083392,52,31898.440057754517,613.43153957220227
1888,59,34924.549797058105,591.94152198403572,41,20470.960037231445,499.29170822515721
1889,65,50484.770071029663,776.68877032353328,43,29844.750038146973,694.063954375511
1892,0,0,0,0,0,0
1902,74,43468.220204353333,587.40838113990992,32,17099.640064239502,534.36375200748444
1903,62,36768.809776306152,602.76737338206806,55,31827.340154647827,589.39518804903389
1905,65,37967.950016021729,584.12230793879587,62,40590.720125198364,654.68903427739292
1908,57,31253.809795379639,548.31245255051999,43,25689.76985168457,597.43650817871094
1918,54,36487.209858894348,675.68907146100639,50,29815.809816360474,596.31619632720947
1920,8,3994.5299873352051,499.31624841690063,13,7884.88991355896,606.52999335068921
1932,62,36225.519863128662,584.2825784375591,30,20673.429882049561,689.11432940165207
1946,0,0,0,0,0,0
1948,0,0,0,0,0,0
1956,0,0,0,0,0,0
1958,0,0,0,0,0,0
1966,63,37566.079967498779,605.90451560481904,43,24699.569821357727,574.40860049669129
1970,0,0,0,0,0,0
1993,53,30644.400179862976,589.31538807428797,50,31027.879959106445,620.55759918212891
1999,76,49620.970123291016,652.90750162225015,46,25744.069892883301,559.65369332354999
2001,52,31399.400053024292,603.83461640431335,45,29401.439817428589,653.36532927619089
2002,0,0,0,0,0,0
2003,0,0,0,0,0,0
2005,0,0,0,0,0,0
2006,0,0,0,0,0,0
2012,66,37381.559909820557,566.38727136091757,53,28447.550205230713,536.74623028737199
2019,77,39796.859809875488,523.64289223520382,49,28677.429931640625,585.25367207429849
2031,0,0,0,0,0,0
2035,72,42819.61003112793,594.71680598788794,43,29707.919708251953,690.88185368027803
2041,0,0,0,0,0,0
2043,65,37934.649906158447,583.60999855628381,53,32784.679901123047,618.57886605892543
2047,56,34373.32021522522,613.80928955759316,52,29852.660126686096,574.08961782088647
2052,70,37566.39028263092,536.66271832329892,30,18953.410144805908,631.78033816019695
2055,0,0,0,0,0,0
2057,0,0,0,0,0,0
2059,15,8318.0200157165527,554.53466771443686,12,8446.3399047851563,703.86165873209632
2061,67,40189.109916687012,599.83746144308975,41,23263.589878082275,567.40463117273839
2064,72,41551.759880065918,577.10777611202661,47,25854.070068359375,550.08659719913567
2077,25,14093.570110321045,563.74280441284179,12,9780.8000793457031,815.06667327880859
2084,62,28561.990102291107,460.67725971437272,54,30135.410238265991,558.06315256048129
2090,54,31786.179990768433,588.63296279200802,43,27503.899991989136,639.62558120904964
2091,0,0,0,0,0,0
2105,58,35210.669813156128,607.08051401993328,55,30838.50004196167,560.70000076293945
2110,0,0,0,0,0,0
2135,73,44901.520156860352,623.63222440083825,52,34312.179692268372,659.84960946669946
2141,0,0,0,0,0,0
2144,49,27998.929933547974,571.40673333771372,46,26366.029941558838,585.91177647908523
2146,52,34078.689926147461,655.35942165668189,52,31239.200000762939,600.75384616851807
2147,68,33444.070155143738,491.82456110505495,56,35045.569903850555,625.81374828304558
2161,58,34170.279845237732,589.14275595237473,44,28413.690015792847,645.76568217711019
2164,62,37312.469911575317,601.81403083186001,47,34036.430221557617,724.17936641611948
2166,76,42085.579920768738,568.72405298336128,55,33058.200006484985,601.05818193609059
2170,0,0,0,0,0,0
2173,0,0,0,0,0,0
2176,0,0,0,0,0,0
2177,58,37257.099906921387,642.36379149864456,41,23392.559882164001,570.55024102839025
2179,0,0,0,0,0,0
2184,75,43519.260181427002,580.25680241902671,57,33252.939962387085,583.38491162082607
2187,24,14329.190078735352,597.04958661397302,7,4546.5600433349609,649.50857761928012
2188,4,2610.5499572753906,652.63748931884766,5,2874.7100067138672,574.94200134277344
2192,0,0,0,0,0,0
2193,0,0,0,0,0,0
2196,64,36714.569873809814,573.66515427827835,52,36404.189876556396,700.0805745491615
2198,69,35593.569988250732,523.43485276839317,66,37781.040051460266,572.44000077970099
2201,17,12009.540054321289,706.44353260713467,16,9979.6199035644531,623.72624397277832
2203,64,37278.700122833252,582.47968941926956,33,21482.310163497925,650.97909586357343
2205,0,0,0,0,0,0
2206,0,0,0,0,0,0
2216,64,40229.749917030334,628.58984245359898,35,20876.240238189697,596.4640068054199
2217,68,35884.950029373169,527.71985337313481,54,32521.320140838623,613.60981397808723
2231,0,0,0,0,0,0
2238,65,40587.500072479248,624.42307803814231,57,35609.740180969238,624.73228387665336
2243,0,0,0,0,0,0
2247,64,36796.34008026123,574.94281375408173,57,33356.160088539124,585.1957910270022
2248,0,0,0,0,0,0
2250,12,8629.4698486328125,719.12248738606775,16,12928.950019836426,808.05937623977661
2263,64,38566.609975814819,602.60328087210655,57,30766.919905662537,539.77052466074622
2270,0,0,0,0,0,0
2272,0,0,0,0,0,0
2279,66,43601.779993057251,660.63303019783712,43,28096.900177001953,653.41628318609196
2288,0,0,0,0,0,0
2295,55,35799.44026184082,650.89891385165129,49,28249.600143432617,576.52245190678809
2296,62,35328.969847679138,569.82209431740546,46,29880.839884757996,649.58347575560856
2298,0,0,0,0,0,0
2304,0,0,0,0,0,0
2305,71,42175.62020778656,594.02281982797967,38,22749.920021057129,598.68210581729284
2308,62,40426.430023193359,652.03919392247349,46,25819.180019378662,561.28652216040575
2316,50,45117.000305175781,902.34000610351563,44,28617.180000305176,650.39045455239034
2322,64,39509.369848251343,617.33390387892723,58,35973.930107116699,620.24017426063278
2328,66,39551.069925308228,599.25863523194289,42,25318.630100250244,602.82452619643436
2329,54,29149.630046844482,539.80796383045333,46,43095.67017364502,936.8623950792396
2332,50,25340.110012054443,506.80220024108888,61,40230.02992773056,659.50868733984521
2334,71,42502.000049591064,598.61971900832486,39,23118.11009979248,592.77205384083288
2343,80,46365.259880065918,579.56574850082393,45,24338.039934158325,540.84533187018496
2345,60,51044.999885559082,850.74999809265137,49,33607.010012149811,685.85734718673086
2348,60,38222.249950408936,637.03749917348227,48,25663.209796905518,534.65020410219824
2353,0,0,0,0,0,0
2358,68,38588.330129623413,567.47544308269721,55,33692.790132522583,612.59618422768335
2361,0,0,0,0,0,0
2371,64,35128.290090560913,548.87953266501427,50,26955.290065765381,539.10580131530764
2373,0,0,0,0,0,0
2381,60,40485.950050354004,674.76583417256677,41,31951.609870910645,779.30755782708889
2382,49,34557.470062255859,705.25449106644612,60,34062.329875946045,567.70549793243413
2385,56,35442.840035438538,632.90785777568817,43,26091.830034255981,606.7867449826972
2386,85,53050.999653816223,624.12940769195552,44,29757.02025604248,676.29591491005635
2387,65,34554.990043640137,531.61523144061744,52,26779.340120315552,514.98731000606836
2397,68,43760.380002975464,643.53500004375678,58,35329.959899902344,619.82385789302361
2399,57,34855.130123138428,611.49351093225312,49,29041.920119762421,592.69224734209024
2402,0,0,0,0,0,0
2403,65,37508.700176239014,577.05692578829257,46,28990.370052337646,630.22543592038357
2409,69,38960.629814147949,564.64680890069496,52,30088.510065078735,578.62519355920642
2419,60,35997.719860076904,599.96199766794837,49,29429.389892578125,600.59979372608416
2420,71,37122.47015953064,522.85169238775552,46,26602.239757537842,578.30955994647479
2421,69,39119.589819908142,566.95057710011804,41,25592.250110626221,624.2012222103956
2423,71,45114.439821243286,644.49199744633268,51,33766.830085754395,662.09470756381165
2436,74,41630.770030975342,562.57797339155866,45,25137.559829711914,558.61244066026472
2439,2,1046.8900146484375,523.44500732421875,2,1574.300048828125,787.1500244140625
2446,0,0,0,0,0,0
2457,60,38322.329853057861,638.70549755096431,41,23433.510054588318,571.54902572166634
2467,0,0,0,0,0,0
2469,59,49549.550082206726,839.82288274926657,43,26599.160293579102,618.58512310649076
2471,72,37817.590184211731,532.64211527058774,54,31824.120195388794,589.3355591738665
2479,76,46461.539739608765,611.33604920537846,40,22989.160068511963,574.72900171279912
2481,56,33044.550117492676,590.0812520980835,60,39891.210174560547,664.85350290934241
2488,0,0,0,0,0,0
2492,15,8961.4099807739258,597.42733205159504,19,9952.7900543212891,523.83105549059417
2495,86,51006.150239944458,593.09477023191232,38,24011.569864273071,631.88341748087032
2500,64,40714.719869613647,636.16749796271324,44,28174.569927215576,640.33113470944488
2504,61,38654.669715881348,633.68311009641559,40,23518.139991760254,587.95349979400635
2506,0,0,0,0,0,0
2512,57,38026.210097312927,667.12649293531456,62,38911.300061702728,627.60161389843108
2513,0,0,0,0,0,0
2517,59,38853.51039981842,658.53407457319361,58,31312.180030822754,539.86517294521991
2519,0,0,0,0,0,0
2527,83,51084.31995010376,615.47373433859957,47,27566.319917678833,586.51744505699639
2529,13,7893.6000366210938,607.2000028170072,13,8498.8400573730469,653.75692749023438
2532,7,2797.8399353027344,399.69141932896207,1,374.72000122070313,374.72000122070313
2537,57,34407.500207901001,603.64035452457892,54,35132.640296936035,650.60444994325997
2542,56,36131.250003814697,645.20089292526245,45,25820.709857940674,573.79355239868164
2546,65,40053.900072097778,616.21384726304279,51,34128.100229263306,669.17843586790798
2559,1,1111.47998046875,1111.47998046875,3,1472.9199905395508,490.97333017985028
2576,0,0,0,0,0,0
2577,62,31478.229810714722,507.71338404378582,41,24160.209733963013,589.27340814543936
2578,61,35481.369861602783,581.66180100988174,37,18855.2799243927,509.6021601187216
2581,0,0,0,0,0,0
2583,0,0,0,0,0,0
2584,0,0,0,0,0,0
2600,73,43617.709849357605,605.80152568552228,46,24502.690034866333,532.66717467100727
2602,47,25140.62992477417,534.90701967604616,43,38157.820234298706,887.39116823950474
2608,68,38052.959812164307,559.60235017888681,56,29018.970024108887,518.19589328765869
2610,0,0,0,0,0,0
2620,65,37636.710014343262,579.02630791297327,53,31886.909889221191,601.63980923058853
2625,58,35761.710210800171,616.58121053103741,52,35393.739893436432,680.64884410454681
2627,0,0,0,0,0,0
2630,61,31392.30001449585,514.62786909009594,52,30456.879844665527,585.70922778202942
2631,0,0,0,0,0,0
2642,42,24260.250028610229,577.62500068119596,58,35686.329857826233,615.28154927286607
2660,73,50740.339855194092,695.07314870128891,48,34677.290063858032,722.4435429970423
2672,9,5153.2699584960938,572.58555094401038,7,4760.2799873352051,680.03999819074363
2678,0,0,0,0,0,0
2680,66,43464.099956512451,658.54696903806746,39,21079.900001525879,540.51025644938147
2683,0,0,0,0,0,0
2685,67,64332.299488067627,960.18357444877051,66,38580.079999923706,584.54666666551066
2691,0,0,0,0,0,0
2694,72,39987.709949493408,555.38486040963062,39,24276.049910545349,622.46281821911157
2700,0,0,0,0,0,0
2722,63,35923.100045204163,570.20793722546284,54,35695.819931507111,661.03370243531685
2724,54,31460.419860839844,582.60036779333041,55,31119.4098944664,565.80745262666187
2729,23,13836.220016479492,601.57478332519531,13,6847.1398334503174,526.70306411156287
2733,0,0,0,0,0,0
2738,18,11293.539867401123,627.41888152228466,17,11625.889915466309,683.87587738037109
2744,72,43781.560081481934,608.07722335391577,47,50230.919937133789,1068.7429773858253
2746,0,0,0,0,0,0
2756,56,37481.990203857422,669.32125364031106,49,31939.049972057343,651.81734636851718
2774,60,39837.020001411438,663.9503333568573,43,27709.699788093567,644.41162297892015
2777,48,27822.009868621826,579.62520559628808,40,21493.930018424988,537.34825046062474
2780,56,28455.240080356598,508.12928714922498,51,27236.780153274536,534.05451280930458
2781,0,0,0,0,0,0
2795,6,3767.6500473022461,627.94167455037439,4,1389.5800170898438,347.39500427246094
2796,0,0,0,0,0,0
2807,68,43191.610157012939,635.17073760313144,52,31753.230264663696,610.63904355122497
2808,56,37773.659986495972,674.52964261599948,52,38205.039861679077,749.11842866037409
2816,0,0,0,0,0,0
2820,69,43668.449919700623,642.18308705442087,47,31006.80005645752,659.71915013739408
2824,0,0,0,0,0,0
2830,17,8840.0398979187012,520.00234693639413,10,4285.0699501037598,428.50699501037599
2833,20,13174.980007171631,658.7490003585815,13,6374.7799797058105,490.36769074660083
2837,61,37465.079805374146,614.1816361536745,55,51647.090372085571,939.03800676519222
2842,0,0,0,0,0,0
2846,71,42798.140201568604,602.79070706434652,38,26719.850147247314,703.15395124335043
2847,79,49183.799942016602,622.57974610147596,50,31734.079931259155,634.68159862518314
2849,0,0,0,0,0,0
2852,62,37372.96008682251,602.78967881971789,52,28980.089990615845,568.23705863952637
2854,62,36565.939945220947,589.77322492291853,56,33350.720199584961,595.54857499258856
2855,62,35447.200156211853,571.72903477761054,46,28895.980056762695,628.17347949484122
2858,70,41996.730138778687,599.9532876968384,48,30018.940128326416,625.3945860068003
2865,79,48002.509962081909,615.41679438566553,43,21767.69003200531,506.22534958151886
2869,0,0,0,0,0,0
2873,0,0,0,0,0,0
2895,0,0,0,0,0,0
2899,75,43995.679958343506,586.60906611124676,46,22456.079944610596,488.17565096979558
2905,0,0,0,0,0,0
2906,65,52184.809492111206,802.84322295555705,46,32454.129974365234,705.52456466011381
2910,60,40240.460292816162,670.67433821360271,47,29136.469818115234,619.92488974713262
2913,0,0,0,0,0,0
2915,0,0,0,2,1170.1199951171875,585.05999755859375
2916,60,38682.549879074097,644.70916465123491,52,28903.48015165329,555.83615676256329
2917,66,42086.639941215515,647.48676832639251,51,31808.039991378784,623.68705865448601
2918,0,0,0,0,0,0
2927,0,0,0,0,0,0
2931,52,32008.23005771637,615.54288572531482,59,37130.440124511719,629.32949363579189
2932,64,39880.689982414246,633.02682511768649,51,48768.300876617432,956.24119365916533
2934,64,43451.17992401123,678.92468631267548,58,33431.169872283936,576.39948055661955
2940,59,36729.400051116943,622.53220425621942,44,29417.979904174805,668.59045236760915
2953,0,0,0,0,0,0
2955,59,36590.879973888397,620.18440633709145,49,25969.939782142639,529.99877106413544
2966,0,0,0,0,0,0
2976,65,50638.090272903442,779.04754266005295,45,28554.910021781921,634.55355603959822
2984,67,46029.709953308105,687.01059631803139,49,28856.969779968262,588.91775061159717
2989,0,0,0,0,0,0
2993,71,44523.690183639526,627.09422793858482,48,29869.260116577148,622.27625242869055
2994,0,0,0,0,0,0
