Cliente_ID,Renda_Anual,Limite_Cartao,Produto_Mastercard,Mediana_Renda,Mediana_Limite
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
8341,88000,10000,Platinum,86700,24000
9647,88300,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
7867,90200,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8952,96000,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
8371,133400,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
9918,142300,10000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
1905,142900,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
3903,141100,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6793,141400,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6876,137700,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
6510,130300,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
4542,134200,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
9310,146900,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
8286,147000,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
5734,96800,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
9176,97300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
3251,98300,11000,Platinum,86700,24000
7278,112400,11000,Platinum,86700,24000
7278,112400,11000,Platinum,86700,24000
7278,112400,11000,Platinum,86700,24000
7278,112400,11000,Platinum,86700,24000
7278,112400,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5237,109300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
5239,128300,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1416,128900,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
1526,123000,11000,Platinum,86700,24000
